"","fips_county","state","current_adult_asthma","rail_crossings","below_poverty","no_high_school_diploma","riverine_flooding_annualized_frequency"
"786","47009","TN",10.4846153846154,2.25,0.466944444444444,0.494096428571429,0.916666666
"787","47011","TN",11.0631578947368,2.84210526315789,0.661752631578947,0.718810526315789,0.947368421052632
"788","47013","TN",11.5727272727273,8.27272727272727,0.699009090909091,0.865809090909091,0.958333333
"789","47015","TN",10.6333333333333,0,0.545233333333333,0.699766666666667,1
"790","47017","TN",10.9714285714286,8.875,0.687914285714286,0.756628571428571,1.375
"791","47019","TN",11.3058823529412,0.764705882352941,0.787070588235294,0.724358823529412,0.875
"792","47021","TN",10.3111111111111,2.11111111111111,0.439655555555556,0.640377777777778,1.333333333
"793","47023","TN",10.8,4.33333333333333,0.676433333333333,0.640366666666667,0.875
"794","47025","TN",11.0777777777778,7.22222222222222,0.788622222222222,0.782777777777778,0.833333333
"795","47027","TN",11.3,0,0.8459,0.73615,0.916666666
"796","47029","TN",11.55,5.66666666666667,0.7864875,0.8062375,0.666666666666667
"797","47031","TN",10.6181818181818,5.33333333333333,0.468758333333333,0.557233333333333,1.375
"798","47033","TN",11.12,3.8,0.71758,0.76042,1.333333333
"799","47035","TN",10.2142857142857,0.785714285714286,0.55205,0.6123,1.21130952328571
"800","47037","TN",10.4415094339623,2.16770186335404,0.559548734177215,0.500954088050314,3.21118012367702
"801","47039","TN",10.775,0,0.714625,0.68125,1.666666666
"802","47041","TN",10.675,0,0.650525,0.743375,0.791666666
"803","47043","TN",10.68,7,0.52296,0.7077,1.5
"804","47045","TN",10.9875,10.375,0.63305,0.73085,1.125
"805","47047","TN",10.6727272727273,5.09090909090909,0.5271,0.590545454545455,1.208333333
"806","47049","TN",11.375,0,0.7522,0.76715,1.291666666
"807","47051","TN",10.5555555555556,4.11111111111111,0.582855555555556,0.585511111111111,1.375
"808","47053","TN",11,9.35714285714286,0.515814285714286,0.607064285714286,1.75
"809","47055","TN",10.7,6.625,0.586625,0.6520875,1.375
"810","47057","TN",11.24,8.8,0.69638,0.7892,0.5
"811","47059","TN",10.98,5.53333333333333,0.62152,0.6981,1
"812","47061","TN",11.425,0,0.78155,0.839225,0.791666666
"813","47063","TN",11.1166666666667,8.91666666666667,0.672041666666667,0.750275,0.583333333
"814","47065","TN",10.925,4.74390243902439,0.512215,0.49412125,1.51524390243902
"815","47067","TN",11.45,0,0.76485,0.82675,0.458333333
"816","47069","TN",11.8666666666667,4,0.744583333333333,0.777833333333333,0.916666666
"817","47071","TN",11.0666666666667,1.33333333333333,0.686483333333333,0.765933333333333,1.125
"818","47073","TN",10.9,9.61538461538461,0.696784615384615,0.705769230769231,0.791666666
"819","47075","TN",11.9,5,0.656983333333333,0.742883333333333,1.041666666
"820","47077","TN",11.4,0,0.686066666666667,0.78015,1.083333333
"821","47079","TN",11.0222222222222,7,0.694555555555556,0.648544444444444,0.75
"822","47081","TN",10.7166666666667,11.3333333333333,0.662966666666667,0.782216666666667,1.041666666
